Tweet,Alay Count,Abusive Count
ade armando dipolisikan soal postingan azan tidak suci,1,0
tengok cara balas ni ke cara kitaok pertahankan asstag diorang comeonla maki hamun bukan matlamat kempen kitaok sebab tu pakcik nak hapuskan bangsaanjing ni ini adalah anjing gt gt gt,13,1
denkuzul kebanyakan minum kencing onta ente makanya ngacooo bahalul ente sama kayak wan abud,3,1
warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 sebabaduy2018 sabtu 21 april 2018,3,0
dan mungkin sepertinya satu lagi bisa membuat anak memiliki karakter autis,0,1
ya angkot lebih goblog,2,0
diduga bawa kabur uang calon jemaah dirut travel umroh dipolisikan jika allah swt tuhan sdh kena azab paling pedih,4,0
duta as ke pbb nikki haley telah pulang ke white house menolak dakwaan penasihat tertinggi bahawa dia keliru dengan mengatakan presiden donald trump akan mengenakan sekatan baru ke atas rusia,1,0
tahun 1999 poros tengah bisa terbentuk dikarenakan pemilihan presiden melalui mekanisme mpr namun saat ini pemilihan presiden oleh rakyat tidak mungkin ada poros ketiga,1,0
karna kamu mirip tai,1,1
biru gak punya titit udah ditebas,2,1
maunya di jamban,0,1
hah apaan mau nete,1,1
fekaes fpie dkk teriak fitnah org pki antek asing aseng yg pasang merah putih terbalik siapa yg fans asing isis alqaeda dll siapa,11,3
pndukung prabowo spt arb sda adl org2 bejad tabiatnya kasar termasuk org ini gt gt smoga dilaknat oleh allah,9,0
kenapa gua jijiq gua mandangnya sebagai orang awam yang gak suka kpop jadi mikir kan org korea tuh homo atau lesbi pdhl tuh idol kita mah di korea hidup tentram normal dan gua yakin sih bbrp idol udh punya pacar jadi wajar aja selama masih lawan je,15,2
mana la saya tau saya kan autis,1,1
salah ikut korg la knape bile berkaitan ngan gay ja smua org nak jadi alim penyelamat saviour padahal korg smua org asing tngok gay ja trus kata truk gay ialah ciri sahaja tengok pada individu klau dia rakyat yg baik biarkan la,15,4
ributkan ekonomi salah ributkan hukum salah ributkan otoriter salah ributkan patung salah trus kami bolehnya apa pak,1,0
bukan sok kristen kan emg kristen bgt haha yaudah semoga dia ga denial dan hidup dg tenang tanpa saya,5,0
juventus adalah budaya turun temurun ya teh,0,0
kata sandiaga sampah di kolong tol pelabuhan sudah ada sejak orde baru,0,1
ab cinta kedamaian gak suka hal yang ribet,1,0
perusahaan transportasi online paling biadap yg tidak mengikuti uu no 22 th 2009dan menolak permen nomor 108th2017 perusahaan komunis yg didanai komunis cina,5,2
ini klo hanya ikut iku,2,0
ahok foto dgn bos alexis lgsg dituduh backingin giliran asma dewi foto dgn prabowo,4,0
sudahlah biarlah itu menjadi sejarah kelam bangsa kita yang pasti sekarang harus waspada jangan sampai antek orba bangkit lagi,1,1
fiksi itu bersifat imajiner atau naratif dlm fiksi imajinasi tak ada hukumnya wajib percaya jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang dlm agama hukumnya wajib percaya pd firman nya dlm kitab suci jd y,10,0
4 oleh karena itu presiden mengajak para ulama untuk ikut serta bersama pemerintah menyejukkan suasana menjelang pilkada serentak jokowiajakulamasejukkanpilkada,2,0
6 bagaimana caramu mengantisipasi diri dari stress dan tekanan kuchat,2,0
makanya jgn cuma ikut2an anti aseng ya investor kebanyakan aseng di tangan jokowi aseng ga bakal bs jajah indonesia hnya krj sama yg saling menguntungkan giliran investor aseng di cabut yg susah rakyat jg,14,0
engga cemilan praun skrg kulit buaya,4,1
eh haha iya dp kamu hyunjin anjir gini nih kao males nge zoom haha,4,1
di pekanbaru ponakan gua taunya kristen itu agama batak jadi gereja ya tempat ibadah orang beragama batak padahal siapapun bisa aja memeluk agama kristen atau agama lain kan ini tugas guru agama di pekanbaru apa aja yah,4,0
arahnya mau dibawa seperti pilkada dki ya kang ko jadi bahaya laten ya kalau semua pilkada dibikin kayak gitu,6,0
ada yg ancam bunuh dia ada yg ancam dia jadi tersangka ada yg ancam dia digulingkan dari ketum partai ada ancaman bakar ibukota kader2 utama partai di pilkada kalah beruntun scra mengejutkan intervensi as china dkk serta penguasa negeri utk men,11,0
makar no lengserkan jokowi yes faizal assegaf ketua progres 98 jutaan rakyat berdemo secara damai untuk,1,0
yg kaya indonesia bukan orang indonesia tapi cina kan aneh ayo pribumi usir mereka dari negeri kita ini,2,0
gajah yg ridwan kamil itu ya kirain abis kasus itu bakal dibenahi taunya kemarin kesana itu tetap memprihatinkan kandang buaya nya aja serem takut kabur burung aja pada diem gakuat ampe ujung saking sedihnya total jalan2 cu,10,1
kepala apaan anjir,0,1
jembatan fenomenal dengan pemandangan fenomenal pula bravoo presiden jokowi pembangunan jembat rakyatb3rsamajkw,2,0
mereka kan kaum pekok bawaannya baperan mulu kl kata junjunannya a ngikut smua dasar kaum dongo gk pnya pendirian yah malu2in in org islam ajja,13,0
udah gitu yg gw gak abis pikir pengikutnya masih aja berasa paling bermoral padahal bohong itu biangnya segala dosa loh,10,0
block itu tindakan dewasa menjaga kewarasan bukan kekanak kanakan kamu mau sampah numpuk membusuk di halaman rumahmu tidak disapu sapu,2,1
acaranya bukan apel tapi ritual penguburan ada wayang semalam suntuk jadi komandan apelnya ya,0,0
di sana juga akan dibangun kantor presiden serta kantor kementerian sementara,0,0
apa cuman admin yg kalo lagi go shore belanja sambil nyari makan dipelabuhan asing lalu dichat ama yg dijauh pas tau lagi jalan2 langsung write vc sekarang lalu gue balas ntar yank lagi dijalan rame lalu chat gak dibalas s,14,1
si brengsek ahok ini ternyata pengecut takut dimasukkin lapas,4,0
baca kisah ini jadi inget kisah kaum yahudi yang dikutuk allah jadi monyet mereka memang tidak mencari ikan di hari sabtu tapi mereka menyiapkan perangkap di hari jumat lalu mengambil ikannya di hari ahad,1,1
iye anjir lu ngasih tau pw lu ke orang gak,5,1
gaji dpr mpr dan dpd aja,4,0
stop dan tutup iklan meikerta sebab meikerta adalah proyek bodong pribumu sampah jongos cina segeralah bertobat,3,1
ganyang pki dan antek anteknya orang orang dan partai pendukungnya,1,1
semoga mudik lebaran tahun ini lancar ga ada kemacetan atau teror bom bunuh diri tidak lupa ucapakan terima kasih pd pak atas kerja kerasnya amp dukungan kabinet kerja tanpa korups,4,0
dah lama liat tetep aja jijik,4,1
tidak boleh bertemu orang baru dulu awalnya kita adalah orang baru manusia asing tak saling kenal apa tidak ada kemungkinan orang baru itu bisa menggantikan posisi kita lebih baik menghindari untuk menjaga hati,0,1
sssttt mengapa harus ribut terusssssss kita lihat saja nati tahun 2019 siapa yang akan di ridhoi oleh allah swt untuk kembali menjadi pemimpin negara kita yang tercinta ini sudah jangan berisik bikin budek pada diem saja,4,1
naik burung dinosaurus yang aku nggak tau namanya kalo naik onta nanti tenggelam,2,1
hidup dan kehidupan kebenaran dalam karya fiksi tidak harus sejalan dengan kebenaran yang berlaku di dunia nyata misalnya kebenaran dari segi hukum moral agama logika dan sebagainya dalam fiksi sesuatu yang,0,0
aku nasihatkan tak payah la kau merantau kerja luar kejutan budaya kau ni nanti dengan life baru,5,0
yaelah yang kaya begini mah gak tahan lama netijen alam sana tuh dulu giliran gue laporin ke jyp bilangnya maaf kak aku masih labil aku masih kecil kak jangan laporin aku isinya anak smp penganut oppa is mine yang udah berani ngatain perek segala macem,13,1
ah bukanya yang selalu gagal paham si kecebong dongo,2,0
jadi inget dulu pernah rela fotoin tugas dan catetan bahkan smp begadang bikinin tugas pas doi gamasuk krn bok,8,0
ambil sana tete mamih lu ambil gua masi bisa nete sama sapi,4,1
3 hal itu juga telah diakui oleh who bahwa orientasi seksual seperti homoseksual atau biseksual bukanlah gangguan baru2 ini bahkan transgender sendiri juga dicoret dari daftar gangguan jiwa bisa search sendiri data validnya dari who,3,1
cebong kan otak nya cuma sak upil,0,1
hadeh gajetot gak jelas ngentot,3,1
bubarkan hti korupsi mulu,1,0
mereka ini lah yg mnggiring opini presiden lama mnang 2 periode kalau lawannya prabowo yg sbnrnya meluluskan 2 periode jd hati2 walaupun mrka bkn cebong tp mrka adlh agen ganda,12,1
klo bisa tiga nya ngapain hrus milih ahh cupu lu sari bir pletok,6,1
setuju bang bom surabaya spti berkah yg tersembunyi terbitlah uu antiterorisme gerakan pembersihan mulai dilakukan tpi tak ada artinya jika berganti rezim dlm waktu dekat,6,1
islam yg dibawa rasulullah saw telah sempurna krn diturunkan oleh allah sang pencipta yg menciptakan tujuh langit berlapis2 tdk akan kamu lihat sesuatu yg tdk seimbang pd ciptaan tuhan yg maha pengasih mk lihatlah sekali lagi adakah kamu lihat s,10,0
buat apa munafik gak ada untungnya jujur lebih baik dan mulia kok asm,1,1
saya mau menjalankan sunnah untuk berhijrah saja dihujat memang dasar kapir antum,2,0
benar sekali,0,0
pak tugas kementerian agama membongkar penipuan islam agar indonesia cepat bebas dari islam,0,0
he hehe yg suka jual gorengan kan rezim jokowi betul,2,1
pesimis bsa di pidana secara uu md3 gtu lho iy to pak,5,0
jokowi jongos cina,0,0
bulgaria kamis 29 03 18 a i 9 1 7 kpl 2 5 6 1 ekr 7 4 0 3 2d 21 79 85 46 30 19 36 78 25 94 10 58 macau 69 13 cb 6 5 shio monyet,1,1
1000 macam cebong yg sudah saya ladenin seperti anda saya jawab jg percuma krn anda sndr nyinyir istilah cebong hahaha kan saya sdh bilang tanya saja ama pak bagaimana kejadian sbnrny,9,2
sudrun kampungan bego tolol dungu gaptek plongi plonga plongo plonge plongu,1,4
siapa tahu dg buah2an mereka lebih mudah memahami gus secara kfc itu produk amerika yg kafir,4,1
gak usah terlalu tinggi mikir 2019 ganti presiden deh ganti kelamin yg normal dulu aja buat baru ngebacot,5,0
bentar lagi saya mau kultwit menanggapi pandangan soal fiksi saya tak setuju rg dikriminalisasi lawanlah ide dgn ide bahwa kaum sumbu pendek tumben ga koar2 menghujat rg dgn alasan penodaan agama ya disyukuri aja mgkn mrk mau bela,8,0
apapun tema yg menjadi debat dan saling berlawanan adalah kelompok fpi bumi datar kelompok pro prabowo,2,0
nampak macam tak sayang tapi jauh dalam sudut hati aku sayang gila kot weh jangan la fikir bukanbukan,4,1
beltrame edan yg dulu mau kesini tapi banyak yg kontra,2,1
ada tas aneh yg di sinyalir ada bom di dalam nyaa depok siaga lagi ini hadeh,3,0
orng arab macem2 misal arab wahhabi arab syiah arab kristen arab yahudi blm lagi soal klan jadi ente sebut arab mana dan juga bentuk penjajah itu macem2 bisa berbentuk budaya ekonomi ideologi teknologi dn arab,7,0
pasukan nasi kotak,0,1
makanya like the game itself is very open to everything fck lo mau markus eue sama simon instead sure here is the canon in game story or bikin tu bertiga sama markus jadi poly serah but as usual bule itu emang banyak,10,0
sebenar nya tdk masalah yg jd masalah pendukung nya pd goblok semua teriak2 cina teriak2 impor teriak2 aseng antek aseng ujung2 nya impor dan aseng juga goblok gk tu,14,3
di perutnya onta,0,1
lo pernah gak si lagi mau makan kebayang makan tai tikus yang pada saat itu dlu lo kecil pernah nyobain wkwkwkwk idiot,8,2
coba cari tahu lagi ada mahzab yang membolehkan dan tidak membolehkan muslim memakan sembelihan ahli kitab yahudi dan nasrani dengan syarat syarat tertentu,0,0
auk ah kalo ada bahasan kayak gini biasanya ada orang yang dengan mudahnya meng kafir kan orang lain capek akutuh,4,1
kafir yahudi nyerang suriah yg senang dan bahagia wahabi aneh wahabi antek kafir,2,3
pilkada damai 2018 aman damai dan bermartabat,1,0
hahahaha wah jd saksi bisu kegalauan aku dong ga di block wkkww ga sejahat itu kok,6,1
matanajwadebatjakarta pak anies suka nyinyir suka memutar balik kan fakta ga punya program yg jelas bisanya jelekkan kinerja pak basuki,4,0
utang utang kecil itulah yang sering dipakai iblis untuk menyiksa kita mbml,1,1
bro jgn bilang ndak kenal sama yang nyebarin saracen,3,0
duit amp kekuasaan yg bikin org jadi kampret haduhhh pdhl dunia cuma tempat singgah bro,3,1
di madura umat siap bersatu siap rapatkan barisan cepat panggil dan proses hukum bu suk yang menistakan agama,1,0
calon gubernur nomor urut satu ridwan kamil dan calon wakil gubernur pasangannya uu ruzhanul ulum menghadiri muzakarah ikatan cendekiawan muslim indonesia icmi di hotel savoy homan kota bandung,3,0
tidak ada yang anti nusantara kecuali pki islam mencintai nusantara tanpa harus menjadi islam nusantara jangan anda benturkan kata nusantara dengan islam nusantara,1,0
emang loe siapa cebong,2,1
woy goblok mo lou goreng gak manusia bajingan kek lou biasanya demen niy sama yg beginian,9,2
jatim anti berita hoax pilkada aman dan damai,3,0
bacot bae lu ah,2,1
ngentod wkwk,1,0
enakan ayam geprek selatan kampus,0,0
daddy jahanammmmm sanga terkutuk kooo,0,1
ente klo berani jgn gk ada fotonya jgn jd pecundang dan jadi antek2 kompeni nonton tuh bokep mulu ditwitter lo pantes ancur indonesia dasar otak mesum,12,1
presiden juga menyampaikan jgn sampai ada pesimisme apapun untuk semua calon pemimpin harus memiliki optimisme tahan uji tahan banting amp selalu tawakal karena tahun 2030 indonesia termasuk 10 negara terkuat dan jangan mau diajak pesimis,1,0
udah jelas jelas merusak masih aja dibela heran liat pemerintahan sekarang,3,0
cuma son ohgong monyet baperan yang galau cuma karna nggak di invite grup chatting,4,1
lbp itu presiden bayangan hanya dgn lengserkan jokowi baru lbp mingkem,4,0
suwi langsung tokoh tokohnya dunk surat surat antar tokoh nasionalis nu dan komunis ada,2,1
sudirman said kritik pemerintah telantarkan kawasan industri sawerandirmanida sawerandirmanida saweranjateng,4,0
buat kader yg pekok nih itung yg bikin tagar 2019gantipresiden lebih dari 10 tu congor jangan asal jeplak ye bisa jadi 2019 moncong putih yg bakalan nyungsep,10,1
panglima santri yang selalu menghormati para ulama cakiminthenextwapres join2019,2,0
sikap diktator dg partai penjilat duit cina tankap2,2,0
selamat siang masyarakat banten mari sukseskan pilkada serentak 2018 di banten,1,0
mewujudkan indonesia damai dan komitmen perangi hoax dalam dikir akbar forum ulama bpi kpnpa ri,2,0
kalo di pekalongan bongkrek dari ampas tahu,1,1
ssttt gubernur indonesia sahabat kang aher kesayangan rakyat nkri,1,0
kita susah berharap pada partai pendukung pemerintah krna mereka sdh terbukti jadi pendukung setia ahok si penista agama musuh umat islam,3,0
anda dibodohi diperbudak islam muhammad mati diracun badannya bau,0,0
cebong koplak muke lo kyk pantat kodok,4,2
sekarang para netizen kalau ngatain umat islam itu domba onta lha kalau orang kristen hindhu budha apa dong,5,1
zonk hanya pamer kedengkian dan kebusukan hati selalu memuakkan politik licik dan picik,1,0
keren nih programnya terimakasih jokowi pak jokowi memang baik dan baiknya tahun depan istirahat saja ya,1,0
deklarasi pilkada 2018 aman dan anti hoax jabon,2,0
ulama tanah air kita syeikh dr uthman el muhammady telah meninggalkan kita satu kehilangan besar al fatihah,4,0
lihat aja topik mrk dr mulai tka harga sawit harga telor sampai harg,6,0
jangan memframing seolah kitab suci hanya milik umat islam agar umat mau demo nyalahain rocky trus cebong leyeh2 sambil nonton demo di tipi banyak sekali jenis2 kitab suci busuk,6,1
kl cuma usir percuma pak nasionalis bidang ekonomi jgn sampai ekonomi dimonopoli cina total spt skrg hancur ri,4,0
ketemu klien orang batak dia ngegas gua ikut ngegas brengsek malu2in kantor,5,0
ga aman dipegang kacung babu asing mawoooot semuanya,1,1
aku pikir indra j piliang masih ikut jokowi ternyata tahun ini udah belok jadi tim sukses anies sandi pantesan dihabisin,2,0
nga tau soalnya ku dari lahir sudah sipit,1,1
adam hawa kali kalo hawa hawa mah lesbi,2,1
pak tak mungkin anda pertahankan islam di indonesia lebih baik ikut bangun bangsa negara,0,0
padahal petugas imigrasi luar negeri pada umumnya ya biasa aja mungkin di beberapa negara ada pemeriksaan mendalam karena dulunya memang paspor untuk tki namun selama kita punya bukti yg jelas sbg turis knp harus takut ke korea selatan b,5,0
mari perbanyak mempelajari ilmu agama agar kita memiliki pengetahuan atas setiap amal perbuatan yang kita lakukan selamat beristirahat sobat lazismu deliveringhappiness,1,0
suruh tka china aja yg nonton ke stadion jangan lupa bawa 2 bendera putih sama bendera china,6,0
tuturan ws rendra terbukti skrg ini rupanya agama jd lencana politik sampai2 ulama yg tak sejalan pun ta,5,0
tdk cocok jd calon presiden nya jkw cocok untuk prabowo,3,0
ayo bapak menteri agama ri rakyat menunggu jawaban anda apakah muhammad nabi gadungan,0,0
datang ke ntb buat acara seolah olah di dukung semua ulama jadi cawapres padahal cuma sandiwara saja mimin,2,0
jangan sampai tidak pecat darmin nasution sbg menko bodoh yg turunkan daya beli krn anaknya kahiyang akan menikah dg bobby nasution,5,1
pria isis make burka untuk menghindar dan lari dr peperangan dan surga yg d janjikan lo diam membisu amp dr mana lo tau dia pria tidak punya tv ye nggak nonton wawancara wanita pemelihara hewan anjing itu lo bukan gembel warnet kan silahkan buka youtube deh biar lo dgar suaranya,14,2
utk jadi anggota gereja protestant dewasa harus ikut katekisasi belajar setahun sejarah gereja dll biasanya anak sma yg ikut katekisasi gw ikut pas smp topik yg paling gw sukai adlh sejarah gereja termasuk sejarah kelamnya hingga sejarah mas,10,0
aktifis 98 yg dukung jokowi itu adalah aktifis gmni dan prd semua aktifis kiri ato komunis aktifis murni 98 tdk pernah mau di tumpangi dan non bayaran krn murni dr nurani,11,1
entah pengen ngelucu entah bom kita tidak bahaya entahlah,2,0
apakah pernah para ulama kyai ustadz ataupun guru mengaji mengajarkan bahwa umar bin khatab ra pernah memberikan sesuatu kepada rakyatnya dengan cara seperti ini heloo pdip mikir 2019gantipresiden,7,0
pemilihan presiden 2019 semoga ada presiden baru yg lebih punya integritas dan bukan jadi antek asing,1,2
what do you think aku emang gak bisa berkomentar banyak karena ini di negara lain yang mana agama islam agama yang minoritas di jerman tapi entah kenapa hatiku sedih denger larangan ini diterapin di jerman,6,0
kaum zionis sontoloyo,0,1
ibu sarap kok tega banget sih memperlakukan anak sendiri spt hewan kalo gue jd suaminya gue ambil itu anak gue laporin polisi amp gue ceraikan langsung cuih najis sama perempuan kayak gitu,6,2
gua kira harun yahya ilmuwan yahudi jaman dulu loh,2,0
usir fahri dan maling maling di dpr,1,0
bikin rusuh negara supaya perusahaan tambang asing bisa masuk,0,1
alhamdulillah akhirnya lo nyadar klw cebong pinter dan lucu beda banget sama kamfret yg goblog dan beringas wekawekaweka,8,1
ini 11 hal yang dilarang bagi wakil agen penjual reksa dana,0,0
terimakasih untuk pak presiden jokowi yang telah bekerja dengan luar biasa semoga listrik yg bapak tambahkan di pulau nias sebesar 25 mw atau 25000 kw dapat bermanfaat dan meningkatkan ekonomi masyrakat nias suara pulau utk jokowi slaam 2 periode g,6,0
itu oknum polisi yg menganiaya seorang ibulagi mabok mak habis minum kencing onta,3,1
selamat hari lahir teman pmii,1,0
bloon lu masak pembangunan cuma dihitung kontruksinya dari ide study kelayakan pendanaan pembebasan lahan dll gak dihitung,5,0
yg goblok kk kecebong ngakunya pancasila nkri tapi otak dan hatinya komunis katanya rezim anti korupsi tp dlm 1 minggu 7 kali ott kpk,7,3
klo gk mau macet pulng aj lo ke kampung sono dsar orng udik masih nyri makan sma buang tai aj lelaguan anakjakartaasikasik,13,2
mantap pak presiden joko widodo memang jagonya menuntaskan pekerjaan yang mangkrak tidak pernah dikerjakan oleh mantan presiden sebelumnya dan si gubernur aher salam metal dan 2 perio,2,0
cari000 memang sengaja di matikan makanya pemerintah kekinian impor rakyat dr cina utk gantikan rakyat indonesia,2,0
ngetren di thailand cebong mana ngerti banget nih lumpur idup,3,1
cebong terancam musnah cc,0,1
wkwkwkwkwkw tapi betul betul bajingan orang itu,1,1
eeh sorry hehee aku baca lagi ternyata disebut nama bukunya yahudilik ve masonluk atau yahudi dan freemasonry thn 1986 link artikelnya ada di reply tweet ini juga wallahu alam yak,8,0
mana hadiah nya sipit,0,1
indonesian heritage society what a shame yang membudidayakan malah orang asing sampai managernyapun asing tapi gak ada orang2 indonesia yg perduli,9,2
anies sukanya manis manis di bibir sandi sukanya main sadiwara,1,0
duduk di samping adalah aziz rabbah menteri energi pertambangan dan perminyakan kerajaan maroko diskusi substantif berjejaring dan mencari peluang kerjasama justru biasanya muncul di sela sela konferensi,2,0
meme pun nak cilok indo punya ke dasar malingsia brengsek,2,0
kotbur wkwkkw mampus,1,1
jokowi aja mundur biar ga jual bumn d,4,0
baguslah sudah pada bangga dengan sebutan cebong,0,1
bukti apa pertumbuhan ekonomi stagan di 5 jaman sby 6 sdah hampir 5 tahun proyek joko hasil ngutang ke cina baru selesai 35 proyek dari 250 proyek proyek infrastruktur pemda yang otonomi daerah di klaim prestasi,5,0
mereka kira saat ini aman krn lagi bergantung kepada hoaz nasional bang mereka memasang bom waktu,2,0
ada kemungkinan gaji ke 13 dan 14 pns dibayar bulan juni via,1,0
linimasa mulai panas ganyang pki lagi,2,0
kok ga ada yang ribut bom di barel dah,2,0
sah2 aja klu fahri hamzah pengen bubarkan kpk krn ott bkin gaduh pdhal yg gaduh kan koruptornya yg bersih ga gaduh pak jokowi yg salah,12,0
apalagi yang masuk jurusan karena trend goblok anjing bangsag asutolol bangdat bangsat bangsat bangsat,4,5
program ini sedang dipersiapkan pemerintah dan skemanya ditargetkan rampung dalam tahun ini,0,0
eeh yang bener nih pak ortunya kafir wah pilih beliau ah,3,1
waktu menerima orderan dan honor apa sempat terpikir dalam hati bani ini adalah kesalahan atau akan ada dosa yg ditanggung klu sempat ada pemikiran ini saya yakin bani yani tdk akan melakukannya setelah honor hsl dari p,5,2
dalam kepala otak presiden selalu curiga kpd rakyat buruk sangka dan takuut ditagih janji sehingga apa saja yang dibuat dilakukan rakyat presiden menuduh rakyat intoleransi dan sebut rakyat radikal teroris dsb tenggelamkanpdip ting,4,0
gara gara editing kejam knet jadi gak kenal jadi gak voting peserta peserta yg oke banyak yg gak lanjut kan kasian,7,1
waktu masih gubernur dki pertarungan soal kasus sumber waras yg terang benderang ada audit investigasi kpk begitu susahnya periksa ahok,3,0
kuliah ekonomi gua sia sia kl gini caranya,5,0
dasar udik,0,1
so far tantangan nya sih ya musti sehat ya bolak balik sana sini ngurus dokumen karena semuanya harus terprepare sangat matang dan jadi pengalaman juga gimana serunya tki kek gue susah payah antri macet dll,9,0
buajingan gw gak peduli aksi aksi kemaren katanya murni panggilan modal sendiri balikin duit gw bajingan gegayaan panggilan allah modal sendiri ternyata make duit jamaah,6,1
sampai bila bila hati tak akan bersih dengan melihat orang dengan mata yang merendahkan martabat orang lain whats worst thinking you are any better than them perangai hampir sama dengan iblis,3,1
betul juga sih jangan dikriminalisasi kita harus lawan dengan ide,0,0
orang kok munafik smpe kpan jg kaya gtu,5,1
dan bagi masyarakat yang terprovokasi dengan isu sara yg dimainkan para aktor jahat itu mari gunakan akal serta hati fikirkan akibat fatal dari penggunaan isu sara ini ashobiyyah atau membela membabi buta kelompok golongan itu dilarang dalam islam,2,1
iyaa aku pernah beli ke cas sih ke cas cuman cepet abis yassalam tapi kalo beli di toko ini aku gatau kak siapa tau aja normal tidak cacat,8,1
telat lu kunyuk,1,1
kamu cacad,1,0
goblok main2 lah kmall jngan dikolam terus lo kata pakan ayam ga beli bong itu semua import dan beli nya pakai kurs dollar susah klo ngajak cebong debad soal dollar,12,3
di upload ulang suaranya nggak ada,2,0
pak saya harap mulai hari ini anda tak lagi mengucapkan salam selain dalam bahasa indonesia,0,0
klo manusia kapir twit nya spt ini,4,0
inilah pentingnya pdkt karena yg fisiknya oke pun ternyata kalo diajak ngobrol lebih asik haji bolot,5,0
rejim yg membuat e ktp itu rejim sby jangan pura pura lupa yg dipenjara juga partainya sby,6,2
simak kira kira dampaknya sama gak ya antara miras oplosan dgn pemimpin oplosan 2019gantipresiden maraknya miras oplosan karena kegagalan dari pemimpin oplosan 2019presidenbaru cc,6,0
setya novanto pengen mati ehh yaudah sihh mati aja sono,6,0
seluruh masyarakat ntt turunkan setya novanto dari ketua dan pecat dari dpr ri rakyat ntt har,1,0
awas ini proyek pki cina komunis,1,1
orang orang ini ajaib yg makan duit siapa yg nipu siapa mau demo ke pemerintah ujung ujungnya dipolitisasi turunkan jokowi haha gila,3,1
emg kan mantan setan,1,1
sejak periode kedua sby udh jalan 2 tahun dong hmm masa2 itu gencar sekali ledakan bom dimana2 yg menewaskan orang2 yg tak tau apa2,9,0
mental asu kabehhhh dukung pemimpin yang tak bermental kompeni jatengmuktitanpakorupsi dirmannaikganjarpanik,3,0
iyaa hyung itu si ibu kunti wkwk,2,1
dilemparkan kepadanya mereka mengatakan zinnirah buta kerana dilaknat oleh tuhan latta dan uzza mereka mencabarnya kerana zinnirah mempertahankan diri dengan mengatakan dirinya buta bukan kerana tuhan mereka sebaliknya ia adalah perbuatan umar al khat,3,2
orang tua ini suka ngibul pekok dan sontoloyo,2,1
kalo anies menang tahap selanjutnya adalah lengserkan jokowi,1,0
waow gara2 rezim jokowi satu periode lagi pakde,2,1
mongomong soal ospek jadi ingat waktu ospek disuruh makan xon ce bergilir sekali masukin lidah terus di oper ke sebelah sampai habis di kecup di dalam mulut pas giliran,4,0
perekonomian majalengka mengeliat pascapembangunan bandara jujur kenapa dari penggantian tanah saja yang awal nih misalkan rakyat punya tanah 1 h dia bisa beli tnah pengganti 2 h punya rmh bagus punya mobil ini kan perubahan ekonomi yg terjadi kalau,4,0
gue kira lu tidur ternyata lu mengetik tai onta banyak banyak y,3,2
terbitkan perpres no 20 tahun 2018 nilai presiden panik via,1,0
budek kamu bisa denger aku enggak,2,1
ya gak sama lah culun,1,1
ulama jabar siap dukung di pilpres 2019,1,0
cinta tidak buta anda masih bisa melihat kekurangan dan keburukan tapi anda tidak peduli dan kemudian menyesal,0,1
krn partai partai pembuat gaduhnya oposisi tdk berhenti membuat gaduh jaman sby mereka diam krn korupsi aman,4,0
penampakan seekor monyet berwajah mirip manusia bikin heboh gan,1,1
ngomong gak diatur bodo apa pikun kurang literasi nih pak jenderal lha wong bibib kena kasus menghina pancasila kok katanya paham sekali mabuk kecubung nih orang,6,0
amin lengserkan jokowi bikin ribet rakyat aksi313jokowitakutlengser,1,0
sinyal gembel bgt napadah,2,1
gaya lu kunyuk,1,1
udik banget si cit udah minum aja jejelin nic0tinwedd,4,1
kaum radikal dari bani kecebong pengikut mukidi amp penista agama sedang jualan ayat politik di mesjid,0,1
gpp kotor sekotornya kalo buat cebong saah aja 2019gantipresiden 2019presidenbaru asalbukanjokowi,7,1
katanya sudh jadi oom kemarin itu gunting titit apa maksudnya,2,1
rak harusnya lo tau kalau temen temen lo itu pinter ga kayak lo bloon jadi jangan bego begoin kita ga mempan,9,1
anjir bang berasa maho gua,2,1
yg ngasih bantuan atas nama tp yg punya duit hasil sumbangan rakyat kecil macem kami,5,0
pernah berdiri diujung kolam terus suruh sodara q ngedorong eh didorong beneran trs q nangis like gembel basah2 an yg bego tuh syp,11,2
mampus lo inget kenangan hha,3,1
sama aja ku ber2 kunyuk,2,1
percuma dapat banyak medali kalo ujung ujungnya cuma diajak teriak kafir lengserkan,1,1
terus klo utk uu md3 yg bisa cepat selesai siapa yg bisa dimaklumi jugakah karena isinya utk kepentingan para wakil rakyat yg tdk mewakili rakyat,8,0
akun instagram saya yang resmi ini yang lain bukan akun saya lho ya,1,0
2 bersikap tegas terhadap israel dan memaksa mereka untuk menghentikan pembangunan pemukiman yahudi serta mematuhi segala keputusan dan kesepakatan internasional freepalestine greatreturnmarch gazamassacre gazaunderattack boycottisrael,6,0
gak semua cowo tapi rata2 gua chat isinya dst,5,0
minta maap ga ada tampang2 nyesel tuh org bangke,8,0
namun kamis malam akhirnya revisi disepakati dan uu anti terorisme pun segera disahkan dalam sidang paripurna dpr ini lebih cepat dari tenggat yang diberikan pemerintah yaitu juni,2,0
tolonglah yang nak buat rumah or renovate tu jangan cari yang iklan kat twitter dengan fb harga macam yahudi kualiti mostly seikhlas duit lebih jalan jalan tanya orang kampung orang kampung lagi murah dan teliti,6,0
